call_idx,turn_idx,sentence,act
222,2,saint johns chop house is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
222,3,phone number,['request']
222,4,saint johns chop house is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
222,5,phone number,['request']
222,6,the phone number of saint johns chop house is,"['inform', 'offer']"
222,7,good bye,['bye']
223,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
223,1,uh cheap restaurant in north part of town,['inform']
223,2,what kind of food would you like?,['request']
223,3,any kind,['inform']
223,4,would you like something in the cheap moderate or expensive price range?,['request']
223,5,cheap,['inform']
223,6,da vinci pizzeria is a nice place in the north of town and the prices are cheap,"['inform', 'offer']"
223,7,addresses,['request']
223,8,sure da vinci pizzeria is on milton road chesterton,"['inform', 'offer']"
223,9,phone number,['request']
223,10,the phone number of da vinci pizzeria is,"['inform', 'offer']"
223,11,type of food,['request']
223,12,da vinci pizzeria is a great restaurant,['offer']
223,13,type of food,['request']
223,14,da vinci pizzeria serves italian food,"['inform', 'offer']"
223,15,good bye,['bye']
224,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
224,1,cheap restaurant,['inform']
224,2,what part of town do you have in mind?,['request']
224,3,part of town,['request']
224,4,what kind of food would you like?,['request']
224,5,any kind,['inform']
224,6,the river bar steakhouse and grill is a great restaurant serving modern european food and it is in the cheap price range,"['inform', 'offer']"
224,7,what part of town,['request']
224,8,the river bar steakhouse and grill is a nice place in the centre of town,"['inform', 'offer']"
224,9,noise,['null']
224,10,the price range at the river bar steakhouse and grill is cheap,"['inform', 'offer']"
224,11,east,['inform']
224,12,the missing sock is a nice restaurant in the east of town serving international food,"['inform', 'offer']"
224,13,addresses,['request']
224,14,sure the missing sock is on finders corner newmarket road,"['inform', 'offer']"
224,15,phone number,['request']
224,16,the phone number of the missing sock is,"['inform', 'offer']"
224,17,postcode,['request']
224,18,the post code of the missing sock is c b a q,"['inform', 'offer']"
224,19,goodbye,['bye']
225,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
225,1,an expensive restaurant with seafood,['inform']
225,2,what kind of food would you like?,['request']
225,3,seafood,['inform']
225,4,loch fyne is a great restaurant serving seafood food and it is in the expensive price range,"['inform', 'offer']"
225,5,addresses,['request']
225,6,sure loch fyne is on the little rose trumpington street,"['inform', 'offer']"
225,7,phone number,['request']
225,8,the phone number of loch fyne is,"['inform', 'offer']"
225,9,post code,['request']
225,10,the post code of loch fyne is c b q y,"['inform', 'offer']"
225,11,good bye,['bye']
226,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
226,1,a cheap restaurant in the east part of town,['inform']
226,2,the missing sock is a nice place in the east of town and the prices are cheap,"['inform', 'offer']"
226,3,phone number,['request']
226,4,the missing sock is a great restaurant,['offer']
226,5,phone number,['request']
226,6,the phone number of the missing sock is,"['inform', 'offer']"
226,7,addresses,['request']
226,8,sure the missing sock is on finders corner newmarket road,"['inform', 'offer']"
226,9,good bye,['bye']
226,10,the missing sock is a nice place in the east of town and the prices are cheap,"['inform', 'offer']"
226,11,good bye,['bye']
227,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
227,1,noise,['null']
227,2,what part of town do you have in mind?,['request']
227,3,west,['inform']
227,4,what kind of food would you like?,['request']
227,5,cough,['null']
227,6,india house is a nice place in the west of town,"['inform', 'offer']"
227,7,british food,['inform']
227,8,would you like something in the cheap moderate or expensive price range?,['request']
227,9,any price range,['inform']
227,10,graffiti is a nice place in the west of town serving tasty british food,"['inform', 'offer']"
227,11,addresses,['request']
227,12,sure graffiti is on hotel felix whitehouse lane huntingdon road,"['inform', 'offer']"
227,13,phone number,['request']
227,14,the phone number of graffiti is,"['inform', 'offer']"
227,15,good bye,['bye']
228,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
228,1,in the east part of town,['inform']
228,2,would you like something in the cheap moderate or expensive price range?,['request']
228,3,moderate,['inform']
228,4,rajmahal is a nice restaurant in the east of town in the moderate price range,"['inform', 'offer']"
228,5,phone number,['request']
228,6,the phone number of rajmahal is,"['inform', 'offer']"
228,7,sil,['null']
228,8,rajmahal is a nice restaurant in the east of town in the moderate price range,"['inform', 'offer']"
228,9,phone number,['request']
228,10,the phone number of rajmahal is,"['inform', 'offer']"
228,11,good bye,['bye']
229,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
229,1,the south part of town greek food,['inform']
229,2,sorry there is no greek restaurant in the south of town,['canthelp']
229,3,modern european,['inform']
229,4,restaurant is a nice restaurant in the south of town serving modern european food,"['inform', 'offer']"
229,5,addresses and phone number,['request']
229,6,sure restaurant is on hills road,"['inform', 'offer']"
229,7,phone number,['request']
229,8,the phone number of restaurant is,"['inform', 'offer']"
229,9,good bye,['bye']
230,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
230,1,price range,['request']
230,2,would you like something in the cheap moderate or expensive price range?,['request']
230,3,any,['inform']
230,4,the price range at stazione restaurant and coffee bar is expensive,"['inform', 'offer']"
230,5,east part of town,['inform']
230,6,yu garden is a nice restaurant in the east of town in the expensive price range,"['inform', 'offer']"
230,7,austrian food,['inform']
230,8,sorry there is no austrian restaurant in the east of town,['canthelp']
230,9,chinese,['inform']
230,10,yu garden is a nice restaurant in the east of town serving chinese food,"['inform', 'offer']"
230,11,addresses,['request']
230,12,sure yu garden is on newmarket road fen ditton,"['inform', 'offer']"
230,13,phone number,['request']
230,14,the phone number of yu garden is,"['inform', 'offer']"
230,15,post code,['request']
230,16,the post code of yu garden is c b p a,"['inform', 'offer']"
230,17,good bye,['bye']
231,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
231,1,korean food,['inform']
231,2,little seoul serves korean food,"['inform', 'offer']"
231,3,addresses,['request']
231,4,sure little seoul is on regent street city centre,"['inform', 'offer']"
231,5,phone number,['request']
231,6,the phone number of little seoul is,"['inform', 'offer']"
231,7,post code,['request']
231,8,the post code of little seoul is c b d p,"['inform', 'offer']"
231,9,good bye,['bye']
232,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
232,1,creative food,['inform']
232,2,i am sorry but there is no creative restaurant that matches your request,['canthelp']
232,3,north american,['inform']
232,4,gourmet burger kitchen serves north american food,"['inform', 'offer']"
232,5,addresses phone number and post code,['request']
232,6,the phone number of gourmet burger kitchen is and it is on regent street city centre,"['inform', 'offer']"
232,7,post code,['request']
232,8,the post code of gourmet burger kitchen is c b a b,"['inform', 'offer']"
